filename, Bohemian, Coastal, Contemporary, Eclectic, Farm_House, French_Country, Hollywood_Regency, Industrial, Mid-Century_Modern, Minimalist, Modern, Rustic, Scandinavian, Traditional, arts_and_craft
Mid-Century_Modern_1_jpeg.rf.08d42ef4d999ec11fbd35256f3c6370e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Farm_House_105_jpeg.rf.091ee92931a1452ae240898ea7ef0a65.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Modern_98_jpeg.rf.094bbda9ae30a6e75f4771ce0c53d1ec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Contemporary_90_jpeg.rf.08f6169391af873fe2b87172532c1e12.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
French_Country_100_jpeg.rf.071575d963cf8aab3879257ab7e5ba44.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Scandinavian_16_jpeg.rf.0930263ab692ee462b48787dfbdd84ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Eclectic_62_jpeg.rf.08d11e4107d1ddb8536bfaff9df89973.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Industrial_65_jpeg.rf.0a2c0110bab5021f3d775ee9b54df0ea.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Minimalist_9_jpeg.rf.08b001402885382a3eab2706fc95f57a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
Rustic_43_jpeg.rf.0846892ee9d201e5d69232250cc192c0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Industrial_67_jpeg.rf.09198f375ba60af62876c4101cc244c2.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Modern_16_jpeg.rf.094f7592d8bd6d097133907cbf448bc5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Farm_House_97_jpeg.rf.0a302612fda0a446a2d532f7d7639884.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Traditional_13_jpeg.rf.0ab4ebb704f00797224d41f1c813a561.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Hollywood_Regency_42_jpeg.rf.0c1d0300bb8b2ffd1102c8ac65bc6305.jpg, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Eclectic_36_png.rf.0ae8e9a02a5408c6418f23bbb7108460.jpg, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Minimalist_16_jpeg.rf.0a794d76b8e3be8ed9a336e0c510f0a8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Rustic_98_jpeg.rf.0aa9dbf36b8885882ecec703781fc3c4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Farm_House_71_jpeg.rf.0ae53b12729a86337f65b6bc371f5081.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Coastal_70_png.rf.0b3d51c5ed95bf0a1ddf5384344acf19.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
Coastal_111_jpeg.rf.0ba79a90237696d7f29b6e8062ee4f1c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Minimalist-Interior-Style_jpg.rf.0c1015d6b34687eac83632e3118c2a81.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Rustic_54_jpeg.rf.0d17f60f34f5b8fdf57f57e333d81cbd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Industrial_62_jpeg.rf.0c25f2b5e25c1b6a6b40db364b5abb84.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Eclectic_12_jpeg.rf.0a6f823ee0070867ecb54d597c48f443.jpg, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Mid-Century_Modern_14_jpeg.rf.0cdccf78b718115f94cfd6e4560818db.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Rustic_92_jpeg.rf.0c02d8c012332b5b7a2f8c668db040a4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Eclectic_96_jpeg.rf.0cb45cde5250b6fce2380a0a0811ec91.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Traditional_67_jpeg.rf.0cbab55f6ed9913e6eff9e4ce99b32b0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Farm_House_63_jpeg.rf.0d4d03614f5d1359a69ed8a2b6bf6591.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Traditional_43_jpeg.rf.0ac8080d3074ff463a1cfb4a96b59589.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Minimalist_63_jpeg.rf.0d6c3718478f1ef571e2749f19e0b968.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Eclectic_95_jpeg.rf.0b4629ad2a10d6bba8870feefbcca44c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Eclectic_34_jpeg.rf.0c420f5a39ff77f4a696bc85d4edc46b.jpg, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Modern_34_jpeg.rf.0ce81ecb58706ad5982ccaafff0f061a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Traditional_47_jpeg.rf.0c25d794debbb1a890f508d802706ed1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Traditional_32_jpeg.rf.0d88f182ee4a6057642af27c878661a9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Mid-Century_Modern_104_jpeg.rf.0d786df95b2708052f4de8cc2f967faa.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Scandinavian_5_jpeg.rf.0dfe57ca7ed1b83a4da2aa7c116fede5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
Bohemian_36_jpeg.rf.0dd1838363ffdb811784fdb5f9efb097.jpg, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Coastal_99_jpeg.rf.0df95f5a057e9207f16a077607a3bb1b.jpg, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Coastal_151_jpeg.rf.0d3ba86329982e902ffe1934057ec8db.jpg, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Traditional_22_jpeg.rf.0ab231e38551fdae931f52a5f00acb66.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Eclectic_19_jpeg.rf.0e0376cbf440a6fe6f2244bccf5768fb.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Eclectic_57_jpeg.rf.0f00d7c2676582958ffbc08156dfd2b6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Farm_House_96_jpeg.rf.0f0acc39ec9c93f7ee16d6e0df7c0773.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Coastal_4_jpeg.rf.0e3ecdeee27f7460b038bd9fb813a2f7.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
French_Country_1_jpeg.rf.0f11a10c3425e91cf4f1da5eb987676c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Farm_House_99_jpeg.rf.0e48589de867b3f41fde84641e281184.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
arts_and_craft_7_jpeg.rf.0fc294b42f65caabc72a1a3d074da5cd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Bohemian_72_jpeg.rf.1063cda0a8c21601f39690092f50a633.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Eclectic_85_jpeg.rf.0fab28bb730f92253c17e407ca6ba553.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Industrial_78_jpeg.rf.0f66a340af7461a1a2425acd1f010869.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Minimalist_62_jpeg.rf.1087a5f018c53f9234efdef71020e620.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
arts_and_craft_75_jpeg.rf.0f22fbd8c857d371cf46442868c00d61.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Rustic_40_jpeg.rf.100bfa2534e1511cc0dad09b382fe9a7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Coastal_43_jpeg.rf.10f8b41464f99aa4def3ec1ccf742953.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Traditional_103_jpeg.rf.1040df72b23f046d3ece7193a527ff21.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Contemporary_31_jpeg.rf.0e9449b2c4ad292ca77e20fe1b988678.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Contemporary_65_jpeg.rf.0f5121b351115c0a1cc6e4bc05804091.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
arts_and_craft_59_jpeg.rf.0fe4e2b9dd1469674779d78ec3e24c9a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Mid-Century_Modern_68_jpeg.rf.1099c69c2455c1aea6826da9f4024712.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bohemian_31_jpeg.rf.0fba5425884200d88ff901edf55916bc.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Scandinavian_34_jpeg.rf.11b46fe00df92c37854bbd5b1fcdc8d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Modern_95_jpeg.rf.11efe072b4378cee8ef992055755a61e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Traditional_37_jpeg.rf.0eef2384de53e76e8351f8ddcf2384c5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Farm_House_6_jpeg.rf.1146c7fa2119adad1e0538f2bd95d63b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hollywood_Regency_92_jpeg.rf.0f921a7063c4b6ee152f79f5c2b50080.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
arts_and_craft_85_jpeg.rf.1095e17b36a0794ed5bc732242f406c7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Mid-Century_Modern_39_jpeg.rf.1190fe1fa88421a898d24646f7077e67.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Scandinavian_103_jpeg.rf.11d59f5785f349bb2e1018a6fd21b9e1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Contemporary_58_jpeg.rf.11d1cfdef1f4abdea1c7ed14b6d2e533.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Industrial_93_jpeg.rf.1201735aa40c34a896237cb50f87d68b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Traditional_120_png.rf.13d574fb5b2bb474697f73d743268c12.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
French_Country_66_jpeg.rf.13723ea3c515782ac13741f8294de3ee.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Scandinavian_64_png.rf.129d46dcf42bd7bcb431b10313ab78b5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
arts_and_craft_71_jpeg.rf.134c8384f35ccc44a595f5e094e33503.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Mid-Century_Modern_7_jpeg.rf.14f6d0d84875fb3a57fbe458af74359f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
arts_and_craft_18_jpeg.rf.1387ccef567c82bebc1fa6a899e63589.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
Modern_7_jpeg.rf.1476619e913030ac142a81d077fc2502.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Hollywood_Regency_103_png.rf.14a4360ba098511fb5cac6d241ad16da.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Contemporary_68_jpeg.rf.152f69e0b09d36fcdc2ba567e9db31aa.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Contemporary_8_jpeg.rf.134249dd9df3c9ddc33c049f4ac44ad4.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Traditional_99_jpeg.rf.139a320bb13681db2686c4820196a576.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Traditional_46_jpeg.rf.149e453910605fcb77fffb8a22225d49.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Contemporary_117_jpeg.rf.150385fc1164201026b449e165f1978e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Mid-Century_Modern_99_jpeg.rf.142ccf11c0e39bec51285b591bbaeb18.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hollywood_Regency_22_jpeg.rf.14665773ae828c7a6a4fb06fb4f3204b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Mid-Century_Modern_90_jpeg.rf.1400df079fb4080155e6a00145d20cd7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Scandinavian_108_jpeg.rf.14324e2692b5e7e3cecd1e43fe48f1a3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Industrial_18_jpeg.rf.1420ea345c4098f899b7e317071f0364.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Rustic_47_jpeg.rf.15558021476f2d788db57bb3703b3a99.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
French_Country_19_jpeg.rf.12dd86efc9093a38bf8e4dcbac41000b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
Minimalist_61_jpeg.rf.143d35e921eee40a01bbf6ed3fd894e3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
French_Country_70_jpeg.rf.14ef50423a2994062babfb687d75ff91.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Traditional_102_jpeg.rf.155637a69f6820e0ea5f1888fbb9dc02.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Contemporary_52_jpeg.rf.15842e0f1d243fe1d0488d31ef853877.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Mid-Century_Modern_72_jpeg.rf.159ea35f993a94dd355e14fe74a4aaa7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hollywood_Regency_135_jpeg.rf.120c6923375173d441f816aac4e07724.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
